Codigo;Descripcion_aperturas;Clasificador;Periodo;Indice_IPC;v_m_IPC;v_i_a_IPC;Region
0;Nivel general;Nivel general y divisiones COICOP;2018-08-01;152.1739;4.00;32.70;Noreste
0;Nivel general;Nivel general y divisiones COICOP;2018-08-01;155.8659;4.00;34.70;Noroeste
0;Nivel general;Nivel general y divisiones COICOP;2018-08-01;156.0822;3.40;35.10;Cuyo
0;Nivel general;Nivel general y divisiones COICOP;2018-08-01;154.2103;3.60;33.70;Patagonia
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2018-08-01;151.7748;4.30;33.80;Pampeana
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2018-08-01;152.0884;4.60;33.80;Noreste
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2018-08-01;154.6288;5.30;37.10;Noroeste
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2018-08-01;154.9999;4.30;34.80;Cuyo
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2018-08-01;147.1334;4.40;33.10;Patagonia
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2018-08-01;140.4019;1.60;19.80;Pampeana
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2018-08-01;145.3045;1.80;21.50;Noreste
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2018-08-01;138.154;1.40;19.10;Noroeste
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2018-08-01;139.7275;1.20;19.50;Cuyo
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2018-08-01;139.7977;1.50;19.20;Patagonia
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2018-08-01;132.7228;-0.20;20.50;Pampeana
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2018-08-01;123.1921;0.90;16.10;Noreste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2018-08-01;130.5862;-0.20;18.40;Noroeste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2018-08-01;123.3924;-0.40;17.40;Cuyo
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2018-08-01;129.0016;1.80;17.10;Patagonia
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2018-08-01;188.6791;3.20;54.00;Pampeana
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2018-08-01;192.8235;5.70;54.00;Noreste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2018-08-01;221.8472;6.30;58.80;Noroeste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2018-08-01;210.2986;6.10;60.20;Cuyo
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2018-08-01;190.7651;2.60;45.50;Patagonia
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2018-08-01;146.0566;2.90;31.30;Pampeana
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2018-08-01;138.6768;3.10;25.80;Noreste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2018-08-01;143.0701;3.20;29.90;Noroeste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2018-08-01;145.0621;3.10;31.40;Cuyo
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2018-08-01;149.2867;4.60;34.80;Patagonia
06;Salud;Nivel general y divisiones COICOP;2018-08-01;156.5533;3.40;30.60;Pampeana
06;Salud;Nivel general y divisiones COICOP;2018-08-01;155.4327;3.00;30.30;Noreste
06;Salud;Nivel general y divisiones COICOP;2018-08-01;151.8923;3.00;28.20;Noroeste
06;Salud;Nivel general y divisiones COICOP;2018-08-01;156.379;3.00;30.80;Cuyo
06;Salud;Nivel general y divisiones COICOP;2018-08-01;156.336;3.00;30.90;Patagonia
07;Transporte;Nivel general y divisiones COICOP;2018-08-01;163.9694;4.80;46.00;Pampeana
07;Transporte;Nivel general y divisiones COICOP;2018-08-01;165.6958;4.80;48.50;Noreste
07;Transporte;Nivel general y divisiones COICOP;2018-08-01;164.7258;4.50;44.90;Noroeste
07;Transporte;Nivel general y divisiones COICOP;2018-08-01;166.3646;3.60;46.60;Cuyo
07;Transporte;Nivel general y divisiones COICOP;2018-08-01;170.3602;5.20;49.50;Patagonia
08;Comunicaci�n;Nivel general y divisiones COICOP;2018-08-01;187.5521;10.90;52.30;Pampeana
08;Comunicaci�n;Nivel general y divisiones COICOP;2018-08-01;175.6737;8.80;43.20;Noreste
08;Comunicaci�n;Nivel general y divisiones COICOP;2018-08-01;187.4043;8.70;50.50;Noroeste
08;Comunicaci�n;Nivel general y divisiones COICOP;2018-08-01;169.1194;9.00;39.30;Cuyo
08;Comunicaci�n;Nivel general y divisiones COICOP;2018-08-01;164.3885;9.30;38.10;Patagonia
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2018-08-01;159.1987;6.30;37.20;Pampeana
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2018-08-01;144.7698;2.00;22.60;Noreste
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2018-08-01;152.724;3.20;31.00;Noroeste
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2018-08-01;150.852;2.50;29.50;Cuyo
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2018-08-01;155.0644;1.70;29.50;Patagonia
10;Educaci�n;Nivel general y divisiones COICOP;2018-08-01;163.4399;2.20;29.50;Pampeana
10;Educaci�n;Nivel general y divisiones COICOP;2018-08-01;169.9057;1.40;32.30;Noreste
10;Educaci�n;Nivel general y divisiones COICOP;2018-08-01;179.7461;1.90;30.80;Noroeste
10;Educaci�n;Nivel general y divisiones COICOP;2018-08-01;163.1951;1.30;26.90;Cuyo
10;Educaci�n;Nivel general y divisiones COICOP;2018-08-01;161.773;0.60;28.20;Patagonia
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2018-08-01;148.162;2.40;29.10;Pampeana
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2018-08-01;144.8913;3.90;26.20;Noreste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2018-08-01;145.0923;2.50;28.50;Noroeste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2018-08-01;149.4386;1.00;33.20;Cuyo
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2018-08-01;148.0441;2.80;30.30;Patagonia
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2018-08-01;148.8978;4.60;31.10;Pampeana
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2018-08-01;147.3871;4.70;25.70;Noreste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2018-08-01;141.859;3.30;27.30;Noroeste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2018-08-01;143.3848;3.50;26.50;Cuyo
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2018-08-01;148.3679;4.60;29.10;Patagonia
01.1;Alimentos;Grupos;2018-08-01;151.709;4.20;33.70;Pampeana
01.1;Alimentos;Grupos;2018-08-01;151.2418;4.40;33.30;Noreste
01.1;Alimentos;Grupos;2018-08-01;154.3826;5.00;37.00;Noroeste
01.1;Alimentos;Grupos;2018-08-01;155.1647;4.30;35.00;Cuyo
01.1;Alimentos;Grupos;2018-08-01;146.0508;4.30;32.60;Patagonia
01.2;Bebidas no alcoh�licas;Grupos;2018-08-01;152.3547;4.70;34.00;Pampeana
01.2;Bebidas no alcoh�licas;Grupos;2018-08-01;159.4608;6.40;38.20;Noreste
01.2;Bebidas no alcoh�licas;Grupos;2018-08-01;156.341;7.10;38.00;Noroeste
01.2;Bebidas no alcoh�licas;Grupos;2018-08-01;153.5766;4.30;32.60;Cuyo
01.2;Bebidas no alcoh�licas;Grupos;2018-08-01;157.2223;5.60;37.90;Patagonia
02.1;Bebidas alcoh�licas;Grupos;2018-08-01;142.6667;1.60;19.60;Pampeana
02.1;Bebidas alcoh�licas;Grupos;2018-08-01;150.7224;1.90;22.90;Noreste
02.1;Bebidas alcoh�licas;Grupos;2018-08-01;138.0298;1.00;18.50;Noroeste
02.1;Bebidas alcoh�licas;Grupos;2018-08-01;140.0485;0.30;17.90;Cuyo
02.1;Bebidas alcoh�licas;Grupos;2018-08-01;141.0312;1.20;18.50;Patagonia
02.2;Tabaco;Grupos;2018-08-01;138.3797;1.70;19.90;Pampeana
02.2;Tabaco;Grupos;2018-08-01;138.4128;1.70;19.60;Noreste
02.2;Tabaco;Grupos;2018-08-01;138.2508;1.70;19.40;Noroeste
02.2;Tabaco;Grupos;2018-08-01;139.5149;1.80;20.50;Cuyo
02.2;Tabaco;Grupos;2018-08-01;138.977;1.70;19.70;Patagonia
03.1;Prendas de vestir y materiales;Grupos;2018-08-01;133.8263;-0.60;20.10;Pampeana
03.1;Prendas de vestir y materiales;Grupos;2018-08-01;124.2795;0.00;14.90;Noreste
03.1;Prendas de vestir y materiales;Grupos;2018-08-01;133.6064;0.00;19.90;Noroeste
03.1;Prendas de vestir y materiales;Grupos;2018-08-01;121.2832;-0.70;16.30;Cuyo
03.1;Prendas de vestir y materiales;Grupos;2018-08-01;129.681;1.40;18.50;Patagonia
03.2;Calzado;Grupos;2018-08-01;129.6429;0.70;21.60;Pampeana
03.2;Calzado;Grupos;2018-08-01;120.8044;2.70;18.90;Noreste
03.2;Calzado;Grupos;2018-08-01;124.2553;-0.50;15.20;Noroeste
03.2;Calzado;Grupos;2018-08-01;128.9678;0.20;20.40;Cuyo
03.2;Calzado;Grupos;2018-08-01;127.4253;2.80;13.80;Patagonia
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2018-08-01;148.9425;3.10;28.40;Pampeana
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2018-08-01;163.5912;2.10;33.30;Noreste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2018-08-01;148.5318;2.30;25.90;Noroeste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2018-08-01;156.234;2.20;25.50;Cuyo
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2018-08-01;156.1367;2.10;29.20;Patagonia
04.5;Electricidad, gas y otros combustibles;Grupos;2018-08-01;258.3595;4.00;91.40;Pampeana
04.5;Electricidad, gas y otros combustibles;Grupos;2018-08-01;223.015;8.20;70.00;Noreste
04.5;Electricidad, gas y otros combustibles;Grupos;2018-08-01;284.7734;8.60;78.50;Noroeste
04.5;Electricidad, gas y otros combustibles;Grupos;2018-08-01;299.1497;9.30;100.10;Cuyo
04.5;Electricidad, gas y otros combustibles;Grupos;2018-08-01;264.6611;3.40;76.70;Patagonia
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2018-08-01;149.096;3.30;30.50;Pampeana
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2018-08-01;145.0877;2.80;27.20;Noreste
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2018-08-01;147.7377;3.40;30.10;Noroeste
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2018-08-01;148.8947;3.40;31.40;Cuyo
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2018-08-01;146.7435;3.30;30.10;Patagonia
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2018-08-01;156.2665;3.10;29.50;Pampeana
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2018-08-01;157.8409;3.10;30.30;Noreste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2018-08-01;154.0167;2.80;28.10;Noroeste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2018-08-01;156.0286;2.80;28.90;Cuyo
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2018-08-01;157.224;2.30;29.70;Patagonia
07.1;Adquisici�n de veh�culos;Grupos;2018-08-01;157.3282;3.20;42.30;Pampeana
07.1;Adquisici�n de veh�culos;Grupos;2018-08-01;158.6275;5.80;39.70;Noreste
07.1;Adquisici�n de veh�culos;Grupos;2018-08-01;160.0601;3.60;43.80;Noroeste
07.1;Adquisici�n de veh�culos;Grupos;2018-08-01;167.3511;5.10;47.90;Cuyo
07.1;Adquisici�n de veh�culos;Grupos;2018-08-01;165.3013;3.70;45.70;Patagonia
07.2;Funcionamiento de equipos de transporte personal;Grupos;2018-08-01;167.6861;5.30;50.20;Pampeana
07.2;Funcionamiento de equipos de transporte personal;Grupos;2018-08-01;175.3418;5.40;62.00;Noreste
07.2;Funcionamiento de equipos de transporte personal;Grupos;2018-08-01;172.2426;6.80;50.80;Noroeste
07.2;Funcionamiento de equipos de transporte personal;Grupos;2018-08-01;164.5181;4.10;46.50;Cuyo
07.2;Funcionamiento de equipos de transporte personal;Grupos;2018-08-01;182.6448;7.40;60.00;Patagonia
07.3;Transporte p�blico;Grupos;2018-08-01;163.2753;5.20;39.60;Pampeana
07.3;Transporte p�blico;Grupos;2018-08-01;151.4434;1.80;29.10;Noreste
07.3;Transporte p�blico;Grupos;2018-08-01;153.5227;0.70;34.30;Noroeste
07.3;Transporte p�blico;Grupos;2018-08-01;170.7215;0.50;45.30;Cuyo
07.3;Transporte p�blico;Grupos;2018-08-01;150.0046;2.20;31.00;Patagonia
08.3;Servicios de telefon�a e internet;Grupos;2018-08-01;187.8984;11.00;52.10;Pampeana
08.3;Servicios de telefon�a e internet;Grupos;2018-08-01;171.1672;9.00;39.70;Noreste
08.3;Servicios de telefon�a e internet;Grupos;2018-08-01;185.4027;9.10;50.20;Noroeste
08.3;Servicios de telefon�a e internet;Grupos;2018-08-01;166.9626;9.30;38.60;Cuyo
08.3;Servicios de telefon�a e internet;Grupos;2018-08-01;162.6374;9.40;37.40;Patagonia
09.4;Servicios recreativos y culturales;Grupos;2018-08-01;186.8383;13.00;52.30;Pampeana
09.4;Servicios recreativos y culturales;Grupos;2018-08-01;139.9615;2.00;14.50;Noreste
09.4;Servicios recreativos y culturales;Grupos;2018-08-01;162.6274;1.60;28.20;Noroeste
09.4;Servicios recreativos y culturales;Grupos;2018-08-01;159.8545;3.90;31.00;Cuyo
09.4;Servicios recreativos y culturales;Grupos;2018-08-01;162.0759;2.90;29.60;Patagonia
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2018-08-01;156.8797;3.20;33.30;Pampeana
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2018-08-01;159.988;2.40;29.10;Noreste
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2018-08-01;155.6139;5.40;33.10;Noroeste
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2018-08-01;156.3947;1.60;33.80;Cuyo
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2018-08-01;151.1774;2.80;27.90;Patagonia
11.1;Restaurantes y comidas fuera del hogar;Grupos;2018-08-01;148.2666;2.70;29.10;Pampeana
11.1;Restaurantes y comidas fuera del hogar;Grupos;2018-08-01;144.8883;4.20;26.10;Noreste
11.1;Restaurantes y comidas fuera del hogar;Grupos;2018-08-01;145.0938;2.70;28.50;Noroeste
11.1;Restaurantes y comidas fuera del hogar;Grupos;2018-08-01;149.6563;1.30;33.30;Cuyo
11.1;Restaurantes y comidas fuera del hogar;Grupos;2018-08-01;148.1455;3.20;30.30;Patagonia
12.1;Cuidado personal;Grupos;2018-08-01;146.9679;3.90;30.30;Pampeana
12.1;Cuidado personal;Grupos;2018-08-01;146.5768;4.80;25.70;Noreste
12.1;Cuidado personal;Grupos;2018-08-01;140.6062;3.10;27.10;Noroeste
12.1;Cuidado personal;Grupos;2018-08-01;142.9609;2.70;26.60;Cuyo
12.1;Cuidado personal;Grupos;2018-08-01;145.9266;4.10;27.90;Patagonia
01.1.1;Pan y cereales;Clase;2018-08-01;160.2865;2.70;42.30;Pampeana
01.1.1;Pan y cereales;Clase;2018-08-01;161.2144;3.50;46.20;Noreste
01.1.1;Pan y cereales;Clase;2018-08-01;163.8176;2.30;47.60;Noroeste
01.1.1;Pan y cereales;Clase;2018-08-01;162.3836;2.20;41.30;Cuyo
01.1.1;Pan y cereales;Clase;2018-08-01;160.6742;4.20;43.60;Patagonia
01.1.2;Carnes y derivados;Clase;2018-08-01;140.4749;4.20;29.20;Pampeana
01.1.2;Carnes y derivados;Clase;2018-08-01;142.576;3.70;27.70;Noreste
01.1.2;Carnes y derivados;Clase;2018-08-01;140.3799;4.00;28.20;Noroeste
01.1.2;Carnes y derivados;Clase;2018-08-01;141.8444;3.90;28.80;Cuyo
01.1.2;Carnes y derivados;Clase;2018-08-01;133.6859;3.90;27.70;Patagonia
01.1.4;Leche, productos l�cteos y huevos;Clase;2018-08-01;154.7474;3.50;26.80;Pampeana
01.1.4;Leche, productos l�cteos y huevos;Clase;2018-08-01;156.5543;3.40;26.90;Noreste
01.1.4;Leche, productos l�cteos y huevos;Clase;2018-08-01;158.2607;3.40;30.40;Noroeste
01.1.4;Leche, productos l�cteos y huevos;Clase;2018-08-01;156.7372;3.70;28.10;Cuyo
01.1.4;Leche, productos l�cteos y huevos;Clase;2018-08-01;157.5785;4.40;28.50;Patagonia
01.1.5;Aceites, grasas y manteca;Clase;2018-08-01;153.3115;3.60;36.90;Pampeana
01.1.5;Aceites, grasas y manteca;Clase;2018-08-01;172.8631;4.80;43.30;Noreste
01.1.5;Aceites, grasas y manteca;Clase;2018-08-01;171.5134;5.60;39.30;Noroeste
01.1.5;Aceites, grasas y manteca;Clase;2018-08-01;167.5313;6.80;48.80;Cuyo
01.1.5;Aceites, grasas y manteca;Clase;2018-08-01;150.9161;3.70;33.60;Patagonia
01.1.6;Frutas;Clase;2018-08-01;136.9755;1.10;32.60;Pampeana
01.1.6;Frutas;Clase;2018-08-01;129.9832;4.80;30.30;Noreste
01.1.6;Frutas;Clase;2018-08-01;132.3168;3.30;34.30;Noroeste
01.1.6;Frutas;Clase;2018-08-01;136.6926;0.60;34.20;Cuyo
01.1.6;Frutas;Clase;2018-08-01;135.257;1.90;31.60;Patagonia
01.1.7;Verduras, tub�rculos y legumbres;Clase;2018-08-01;175.5359;9.50;40.90;Pampeana
01.1.7;Verduras, tub�rculos y legumbres;Clase;2018-08-01;161.1572;10.00;37.40;Noreste
01.1.7;Verduras, tub�rculos y legumbres;Clase;2018-08-01;187.87;15.80;56.60;Noroeste
01.1.7;Verduras, tub�rculos y legumbres;Clase;2018-08-01;193.7489;10.40;49.30;Cuyo
01.1.7;Verduras, tub�rculos y legumbres;Clase;2018-08-01;149.7819;8.10;35.50;Patagonia
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2018-08-01;151.7453;3.00;31.80;Pampeana
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2018-08-01;148.8778;1.40;27.20;Noreste
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2018-08-01;151.7988;2.70;29.30;Noroeste
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2018-08-01;152.3397;3.30;32.40;Cuyo
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2018-08-01;147.8598;2.30;27.70;Patagonia
01.2.1;Caf�, t�, yerba y cacao;Clase;2018-08-01;161.335;6.30;42.10;Pampeana
01.2.1;Caf�, t�, yerba y cacao;Clase;2018-08-01;155.0924;6.20;37.00;Noreste
01.2.1;Caf�, t�, yerba y cacao;Clase;2018-08-01;154.4759;4.40;37.60;Noroeste
01.2.1;Caf�, t�, yerba y cacao;Clase;2018-08-01;159.3294;5.90;38.90;Cuyo
01.2.1;Caf�, t�, yerba y cacao;Clase;2018-08-01;161.6278;7.60;41.40;Patagonia
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2018-08-01;148.8224;4.00;30.80;Pampeana
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2018-08-01;160.9607;6.50;38.60;Noreste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2018-08-01;156.6591;7.60;38.00;Noroeste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2018-08-01;151.9064;3.80;30.80;Cuyo
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2018-08-01;155.6696;4.80;36.70;Patagonia
04.1.1;Alquiler de la vivienda;Clase;2018-08-01;148.8958;2.10;28.10;Pampeana
04.1.1;Alquiler de la vivienda;Clase;2018-08-01;164.457;1.40;33.40;Noreste
04.1.1;Alquiler de la vivienda;Clase;2018-08-01;148.3568;1.50;25.60;Noroeste
04.1.1;Alquiler de la vivienda;Clase;2018-08-01;156.4117;1.70;25.20;Cuyo
04.1.1;Alquiler de la vivienda;Clase;2018-08-01;156.2584;1.80;29.10;Patagonia
06.4.1;Gastos de prepagas;Clase;2018-08-01;161.7826;6.00;35.70;Pampeana
06.4.1;Gastos de prepagas;Clase;2018-08-01;162.3252;6.70;32.50;Noreste
06.4.1;Gastos de prepagas;Clase;2018-08-01;163.2616;5.20;38.60;Noroeste
06.4.1;Gastos de prepagas;Clase;2018-08-01;163.6039;5.90;39.50;Cuyo
06.4.1;Gastos de prepagas;Clase;2018-08-01;165.7335;6.10;35.70;Patagonia
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2018-08-01;169.4849;5.50;52.60;Pampeana
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2018-08-01;179.0832;5.60;66.20;Noreste
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2018-08-01;174.3838;7.40;54.00;Noroeste
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2018-08-01;165.3704;4.40;47.70;Cuyo
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2018-08-01;185.8075;8.00;62.10;Patagonia
0;Nivel general;Nivel general y divisiones COICOP;2018-08-01;155.1747;4.10;34.20;GBA
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2018-08-01;153.4382;3.50;32.70;GBA
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2018-08-01;139.4902;1.10;18.80;GBA
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2018-08-01;129.5497;0.80;22.70;GBA
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2018-08-01;191.835;8.60;50.90;GBA
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2018-08-01;146.89;3.10;31.70;GBA
06;Salud;Nivel general y divisiones COICOP;2018-08-01;157.345;5.10;33.00;GBA
07;Transporte;Nivel general y divisiones COICOP;2018-08-01;156.6031;3.30;43.30;GBA
08;Comunicaci�n;Nivel general y divisiones COICOP;2018-08-01;182.2124;15.30;47.70;GBA
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2018-08-01;147.2747;1.40;26.80;GBA
10;Educaci�n;Nivel general y divisiones COICOP;2018-08-01;161.3912;2.00;32.30;GBA
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2018-08-01;148.3622;2.50;28.90;GBA
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2018-08-01;149.6257;5.50;31.90;GBA
01.1;Alimentos;Grupos;2018-08-01;154.9028;3.70;33.60;GBA
01.2;Bebidas no alcoh�licas;Grupos;2018-08-01;143.8475;1.70;26.70;GBA
02.1;Bebidas alcoh�licas;Grupos;2018-08-01;138.0795;0.20;17.80;GBA
02.2;Tabaco;Grupos;2018-08-01;140.5722;1.70;19.50;GBA
03.1;Prendas de vestir y materiales;Grupos;2018-08-01;129.8453;0.70;23.00;GBA
03.2;Calzado;Grupos;2018-08-01;128.679;0.90;21.60;GBA
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2018-08-01;154.2127;7.10;30.60;GBA
04.3;Mantenimiento y reparaci�n de la vivienda;Grupos;2018-08-01;160.1342;3.40;35.60;GBA
04.5;Electricidad, gas y otros combustibles;Grupos;2018-08-01;302.6306;13.90;99.60;GBA
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2018-08-01;150.2083;3.10;31.10;GBA
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2018-08-01;160.2875;4.20;33.90;GBA
07.1;Adquisici�n de veh�culos;Grupos;2018-08-01;158.4136;0.00;49.40;GBA
07.2;Funcionamiento de equipos de transporte personal;Grupos;2018-08-01;162.0933;3.20;42.10;GBA
07.3;Transporte p�blico;Grupos;2018-08-01;148.5548;5.80;41.30;GBA
08.3;Servicios de telefon�a e internet;Grupos;2018-08-01;182.9224;15.60;47.70;GBA
09.1;Equipos audiovisuales, fotogr�ficos y de procesamiento de la informaci�n;Grupos;2018-08-01;134.5218;4.20;26.90;GBA
09.4;Servicios recreativos y culturales;Grupos;2018-08-01;158.1513;1.30;28.40;GBA
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2018-08-01;147.8076;1.60;26.50;GBA
11.1;Restaurantes y comidas fuera del hogar;Grupos;2018-08-01;148.5343;2.90;28.80;GBA
12.1;Cuidado personal;Grupos;2018-08-01;144.2072;3.20;28.20;GBA
01.1.1;Pan y cereales;Clase;2018-08-01;160.2374;2.70;39.10;GBA
01.1.2;Carnes y derivados;Clase;2018-08-01;144.6343;4.00;31.90;GBA
01.1.4;Leche, productos l�cteos y huevos;Clase;2018-08-01;157.0051;3.30;26.70;GBA
01.1.5;Aceites, grasas y manteca;Clase;2018-08-01;154.5743;4.00;34.40;GBA
01.1.6;Frutas;Clase;2018-08-01;137.8713;3.10;28.10;GBA
01.1.7;Verduras, tub�rculos y legumbres;Clase;2018-08-01;186.1319;6.10;40.50;GBA
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2018-08-01;145.6868;3.30;29.10;GBA
01.2.1;Caf�, t�, yerba y cacao;Clase;2018-08-01;162.0562;5.50;40.00;GBA
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2018-08-01;138.7414;0.60;22.90;GBA
04.1.1;Alquiler de la vivienda;Clase;2018-08-01;154.3268;2.00;29.40;GBA
06.4.1;Gastos de prepagas;Clase;2018-08-01;158.2946;7.90;34.30;GBA
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2018-08-01;162.6213;3.50;46.20;GBA
0;Nivel general;Nivel general y divisiones COICOP;2018-09-01;165.0633;6.30;40.70;Pampeana
0;Nivel general;Nivel general y divisiones COICOP;2018-09-01;163.3;7.30;40.60;Noreste
0;Nivel general;Nivel general y divisiones COICOP;2018-09-01;165.1776;6.00;40.20;Noroeste
0;Nivel general;Nivel general y divisiones COICOP;2018-09-01;166.7562;6.80;41.80;Cuyo
0;Nivel general;Nivel general y divisiones COICOP;2018-09-01;164.3327;6.60;40.70;Patagonia
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2018-09-01;161.948;6.70;40.60;Pampeana
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2018-09-01;162.909;7.10;41.00;Noreste
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2018-09-01;164.2676;6.20;41.80;Noroeste
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2018-09-01;167.8127;8.30;43.20;Cuyo
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2018-09-01;157.1099;6.80;39.90;Patagonia
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2018-09-01;146.7117;4.50;24.30;Pampeana
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2018-09-01;152.2189;4.80;26.00;Noreste
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2018-09-01;144.3008;4.40;23.50;Noroeste
